record_id,lesson_id,lesson_number,lesson_title,order,chinese_simplified,pinyin,pinyin_raw,normalized_text,marked,textbook_page,textbook_page_range,source_pdf_page,source_pdf_page_range,section_id,section_label,part_of_speech,meaning_chinese_from_source,glossary_record_ids,source_note,uncertainty,raw_source_text,extraction_method,audio_asset_ids,review_status,lesson_review_status,translation_status,meaning_english,meaning_vietnamese,usage_register,collocations,example_sentence_source,example_sentence_teacher,character_components,source_file
V07-046,boya-intermediate-i-lesson-07,7,我的同事,46,总经理,zǒngjīnglǐ,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V07-047,boya-intermediate-i-lesson-07,7,我的同事,47,秘书,mìshū,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V07-048,boya-intermediate-i-lesson-07,7,我的同事,48,午休,wǔxiū,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V07-049,boya-intermediate-i-lesson-07,7,我的同事,49,闲聊,xiánliáo,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V07-050,boya-intermediate-i-lesson-07,7,我的同事,50,往事,wǎngshì,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V07-051,boya-intermediate-i-lesson-07,7,我的同事,51,兄长,xiōngzhǎng,,,False,105,,,,S07-19,听说（二）／课前准备／词语,,,,,,,,"[""L07-A02-01""]",pending_review,pending_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-07.json
V08-001,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1,苦恼,kǔnǎo,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-002,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2,窍门儿,qiàoménr,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-003,boya-intermediate-i-lesson-08,8,学汉语的苦恼,3,偏旁,piānpáng,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-004,boya-intermediate-i-lesson-08,8,学汉语的苦恼,4,提手旁,tíshǒupáng,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-005,boya-intermediate-i-lesson-08,8,学汉语的苦恼,5,三点水旁,sāndiǎnshuǐpáng,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-006,boya-intermediate-i-lesson-08,8,学汉语的苦恼,6,形声字,xíngshēngzì,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-007,boya-intermediate-i-lesson-08,8,学汉语的苦恼,7,分清,fēnqīng,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-008,boya-intermediate-i-lesson-08,8,学汉语的苦恼,8,期末,qīmò,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-009,boya-intermediate-i-lesson-08,8,学汉语的苦恼,9,马马虎虎,mǎmǎhūhū,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-010,boya-intermediate-i-lesson-08,8,学汉语的苦恼,10,变化多端,biànhuà-duōduān,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-011,boya-intermediate-i-lesson-08,8,学汉语的苦恼,11,不简单,bù jiǎndān,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-012,boya-intermediate-i-lesson-08,8,学汉语的苦恼,12,纠纷,jiūfēn,,,,111,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-013,boya-intermediate-i-lesson-08,8,学汉语的苦恼,13,超市,chāoshì,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-014,boya-intermediate-i-lesson-08,8,学汉语的苦恼,14,行为,xíngwéi,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-015,boya-intermediate-i-lesson-08,8,学汉语的苦恼,15,简化,jiǎnhuà,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-016,boya-intermediate-i-lesson-08,8,学汉语的苦恼,16,比方说,bǐfāngshuō,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-017,boya-intermediate-i-lesson-08,8,学汉语的苦恼,17,字母,zìmǔ,,,,112,,,,S08-002,课前准备,,,,教材P112／PDF P123页面图已确认词形与拼音。,,,,"[""A08-001""]",visually_confirmed,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-018,boya-intermediate-i-lesson-08,8,学汉语的苦恼,18,打架,dǎjià,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-019,boya-intermediate-i-lesson-08,8,学汉语的苦恼,19,揍,zòu,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-020,boya-intermediate-i-lesson-08,8,学汉语的苦恼,20,捆,kǔn,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-021,boya-intermediate-i-lesson-08,8,学汉语的苦恼,21,酱油,jiàngyóu,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-022,boya-intermediate-i-lesson-08,8,学汉语的苦恼,22,液体,yètǐ,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-023,boya-intermediate-i-lesson-08,8,学汉语的苦恼,23,形,xíng,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-024,boya-intermediate-i-lesson-08,8,学汉语的苦恼,24,相近,xiāngjìn,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-025,boya-intermediate-i-lesson-08,8,学汉语的苦恼,25,饭馆儿,fànguǎnr,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-026,boya-intermediate-i-lesson-08,8,学汉语的苦恼,26,简体字,jiǎntǐzì,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-027,boya-intermediate-i-lesson-08,8,学汉语的苦恼,27,无法,wúfǎ,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-028,boya-intermediate-i-lesson-08,8,学汉语的苦恼,28,体现,tǐxiàn,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-029,boya-intermediate-i-lesson-08,8,学汉语的苦恼,29,毫无,háowú,,,,112,,,,S08-002,课前准备,,,,,,,,"[""A08-001""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-030,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1,断句,duànjù,,,,119,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-031,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2,丹麦,Dānmài,,,,119,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-032,boya-intermediate-i-lesson-08,8,学汉语的苦恼,3,闹笑话,nào xiàohuà,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-033,boya-intermediate-i-lesson-08,8,学汉语的苦恼,4,打败,dǎbài,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-034,boya-intermediate-i-lesson-08,8,学汉语的苦恼,5,谴责,qiǎnzé,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-035,boya-intermediate-i-lesson-08,8,学汉语的苦恼,6,好笑,hǎoxiào,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-036,boya-intermediate-i-lesson-08,8,学汉语的苦恼,7,类似,lèisì,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-037,boya-intermediate-i-lesson-08,8,学汉语的苦恼,8,甚至,shènzhì,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-038,boya-intermediate-i-lesson-08,8,学汉语的苦恼,9,密密麻麻,mìmìmámá,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-039,boya-intermediate-i-lesson-08,8,学汉语的苦恼,10,哄堂大笑,hōngtáng-dàxiào,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-040,boya-intermediate-i-lesson-08,8,学汉语的苦恼,11,一无所有,yīwúsuǒyǒu,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-041,boya-intermediate-i-lesson-08,8,学汉语的苦恼,12,难为情,nánwéiqíng,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-042,boya-intermediate-i-lesson-08,8,学汉语的苦恼,13,空格,kònggé,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-043,boya-intermediate-i-lesson-08,8,学汉语的苦恼,14,极,jí,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-044,boya-intermediate-i-lesson-08,8,学汉语的苦恼,15,举办,jǔbàn,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-045,boya-intermediate-i-lesson-08,8,学汉语的苦恼,16,桥牌,qiáopái,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-046,boya-intermediate-i-lesson-08,8,学汉语的苦恼,17,张（嘴）,zhāng (zuǐ),,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-047,boya-intermediate-i-lesson-08,8,学汉语的苦恼,18,憋,biē,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
V08-048,boya-intermediate-i-lesson-08,8,学汉语的苦恼,19,归,guī,,,,120,,,,S08-010,课前准备,,,,,,,,"[""A08-006""]",pending_text_fidelity_review,pending_adam_review,not_started,,,,,,,,work/boya-intermediate/extractions/structured-lesson-08.json
