audio_asset_id,lesson_id,lesson_number,lesson_title,track_label,file,file_exists_local,textbook_page,textbook_page_range,source_pdf_page,source_pdf_page_range,related_section_id,related_section,mapping_method,mapping_status,printed_label_status,content_status,decode_status,duration_seconds,size_bytes,sha256,review_status,source_audio_root,source_file,source_order
A08-001,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1-1,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/1-1.mp3,True,111,,,,S08-002,,,,verified,confirmed_by_user,,64.3135,,8973f11f086689fd2c6acd641dfa17c87d003302ee80b3278f2acf303dcf4bad,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,1
A08-002,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1-2,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/1-2.mp3,True,113,,,,S08-003,,,,verified,confirmed_by_user,,95.503688,,3f75d4c274663f6634268b74fd1d48291b29d5e8e2701a637f67b9e94cb22cf9,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,2
A08-003,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1-3,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/1-3.mp3,True,113,,,,S08-004,,,,verified,confirmed_by_user,,53.002438,,b6bb8f3761ff031a1f9b5d1f986509e86b422d62ce9e045ad6e79594a7b80490,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,3
A08-004,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1-4,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/1-4.mp3,True,"[113,114]",113–114,,,S08-004,,,,verified,confirmed_by_user,,60.604063,,bd7cca3610ef63afe1ce6585950389bf65138c40b1c958c3c247a2d9101516f7,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,4
A08-005,boya-intermediate-i-lesson-08,8,学汉语的苦恼,1-5,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/1-5.mp3,True,"[114,115]",114–115,,,S08-005,,,,verified,confirmed_by_user,,326.008188,,0db4b59c90eb98764728134bf82e8cf3c8c60afa588250a8b21e03659f4f0c79,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,5
A08-006,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-1,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-1.mp3,True,119,,,,S08-010,,,,verified,confirmed_by_user,,42.605688,,76aa0532fd12cf4d78f668fde35ba92262c506e81a59f82f35b15ed1f16a5d64,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,6
A08-007,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-2,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-2.mp3,True,121,,,,S08-011,,,,verified,confirmed_by_user,,122.592625,,accb14bfe46bcca24485f1f64a1c20b0c4ce7758ecbc8f585185dd7877036f61,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,7
A08-008,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-3,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-3.mp3,True,"[121,122]",121–122,,,S08-011,,,,verified,confirmed_by_user,,45.244063,,51b76d0a3fcc2db41a4561edcc3660bdeab80d4de98c325f5ba796e76c589a9d,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,8
A08-009,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-4,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-4.mp3,True,122,,,,S08-012,,,,verified,confirmed_by_user,,35.160813,,c0a1a3868d4ebf4a9927d640af192914c0e593c087cbe75f2dd2ef2e9a40727c,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,9
A08-010,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-5,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-5.mp3,True,122,,,,S08-012,,,,verified,confirmed_by_user,,93.152625,,f84feaa7129a88c747c1a381dd8c002f6293569e028e7f8e84a25e7d58da5530,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,10
A08-011,boya-intermediate-i-lesson-08,8,学汉语的苦恼,2-6,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课/2-6.mp3,True,123,,,,S08-013,,,,verified,confirmed_by_user,,334.34125,,7b5fa5f87e86b83249196f91b92bc0dc72a1a3d5fd77b4d1ddf35ceb8eece4ae,pending_adam_review,Giáo trình/博雅汉语听说-中级冲刺篇/音频/第08课,work/boya-intermediate/extractions/structured-lesson-08.json,11
