section_id,lesson_id,lesson_number,lesson_title,section_order,section_level,section_type,section_label_raw,source_part_id,source_part_label,parent_section_id,textbook_page,textbook_page_range,source_pdf_page,source_pdf_page_range,audio_asset_ids,review_status,source_file
S05-005-02-01,boya-intermediate-i-lesson-05,5,音乐的魅力,18,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（一）,S05-005-02,67,,78,,"[""A05-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-005-02-02,boya-intermediate-i-lesson-05,5,音乐的魅力,19,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（一）,S05-005-02,67,,78,,"[""A05-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-005-02-03,boya-intermediate-i-lesson-05,5,音乐的魅力,20,4,listening_open_response,（三）听后回答,,听说（一）,S05-005-02,67,,78,,"[""A05-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-006,boya-intermediate-i-lesson-05,5,音乐的魅力,21,2,speaking_patterns,口语句式,,听说（一）,S05-001,"[68,69]",68–69,"[79,80]",79–80,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-006-01,boya-intermediate-i-lesson-05,5,音乐的魅力,22,3,common_patterns,常用句式,,听说（一）,S05-006,68,,79,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-006-02,boya-intermediate-i-lesson-05,5,音乐的魅力,23,3,pattern_practice,句式练习,,听说（一）,S05-006,"[68,69]",68–69,"[79,80]",79–80,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-007,boya-intermediate-i-lesson-05,5,音乐的魅力,24,2,culture,文化知识,,听说（一）,S05-001,"[69,70]",69–70,"[80,81]",80–81,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-007-01,boya-intermediate-i-lesson-05,5,音乐的魅力,25,3,culture_discussion,请你说说,,听说（一）,S05-007,69,,80,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-007-02,boya-intermediate-i-lesson-05,5,音乐的魅力,26,3,reading,阅读短文，回答问题,,听说（一）,S05-007,"[69,70]",69–70,"[80,81]",80–81,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-007-03,boya-intermediate-i-lesson-05,5,音乐的魅力,27,4,reading_response,读后回答,,听说（一）,S05-007-02,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-008,boya-intermediate-i-lesson-05,5,音乐的魅力,28,2,extension,拓展练习,,听说（一）,S05-001,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-008-01,boya-intermediate-i-lesson-05,5,音乐的魅力,29,3,work_review,作品评比,,听说（一）,S05-008,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-008-02,boya-intermediate-i-lesson-05,5,音乐的魅力,30,3,music_appreciation,音乐欣赏,,听说（一）,S05-008,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-008-03,boya-intermediate-i-lesson-05,5,音乐的魅力,31,3,picture_speaking,看图说话,,听说（一）,S05-008,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-008-04,boya-intermediate-i-lesson-05,5,音乐的魅力,32,3,survey_report,调查报告,,听说（一）,S05-008,70,,81,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-009,boya-intermediate-i-lesson-05,5,音乐的魅力,33,1,listening_part_2,听说（二）,,听说（二）,,"[71,78]",71–78,"[82,89]",82–89,"[""A05-007"",""A05-008"",""A05-009"",""A05-010"",""A05-011"",""A05-012""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-009-01,boya-intermediate-i-lesson-05,5,音乐的魅力,34,2,part_topic,音乐迷,,听说（二）,S05-009,71,,82,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-010,boya-intermediate-i-lesson-05,5,音乐的魅力,35,2,preparation,课前准备,,听说（二）,S05-009,"[71,72]",71–72,"[82,83]",82–83,"[""A05-007""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-010-01,boya-intermediate-i-lesson-05,5,音乐的魅力,36,3,vocabulary_list,词语,,听说（二）,S05-010,"[71,72]",71–72,"[82,83]",82–83,"[""A05-007""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-010-02,boya-intermediate-i-lesson-05,5,音乐的魅力,37,3,field_practice,课外实践,,听说（二）,S05-010,72,,83,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-011,boya-intermediate-i-lesson-05,5,音乐的魅力,38,2,vocabulary_comprehension,词语理解,,听说（二）,S05-009,"[72,73]",72–73,"[83,84]",83–84,"[""A05-008"",""A05-009""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-011-01,boya-intermediate-i-lesson-05,5,音乐的魅力,39,3,listening_questions,听对话，回答问题,,听说（二）,S05-011,72,,83,,"[""A05-008""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-011-02,boya-intermediate-i-lesson-05,5,音乐的魅力,40,3,listening_multiple_choice,选出与所听到句子意思相近一项,,听说（二）,S05-011,"[72,73]",72–73,"[83,84]",83–84,"[""A05-009""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-011-03,boya-intermediate-i-lesson-05,5,音乐的魅力,41,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（二）,S05-011,73,,84,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-012,boya-intermediate-i-lesson-05,5,音乐的魅力,42,2,sentence_comprehension,语句理解,,听说（二）,S05-009,"[73,74]",73–74,"[84,85]",84–85,"[""A05-010"",""A05-011""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-012-01,boya-intermediate-i-lesson-05,5,音乐的魅力,43,3,listen_repeat_substitute,听录音，跟读句子，并模仿画线部分的语言形式,,听说（二）,S05-012,73,,84,,"[""A05-010""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-012-02,boya-intermediate-i-lesson-05,5,音乐的魅力,44,3,listening_repetition,听记并复述短文,,听说（二）,S05-012,74,,85,,"[""A05-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013,boya-intermediate-i-lesson-05,5,音乐的魅力,45,2,paragraph_comprehension,语段理解,,听说（二）,S05-009,"[74,75]",74–75,"[85,86]",85–86,"[""A05-012""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013-01,boya-intermediate-i-lesson-05,5,音乐的魅力,46,3,content_prompt,内容提示,,听说（二）,S05-013,74,,85,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013-02,boya-intermediate-i-lesson-05,5,音乐的魅力,47,3,listening_practice,听对话，做练习,,听说（二）,S05-013,"[74,75]",74–75,"[85,86]",85–86,"[""A05-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013-02-01,boya-intermediate-i-lesson-05,5,音乐的魅力,48,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（二）,S05-013-02,74,,85,,"[""A05-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013-02-02,boya-intermediate-i-lesson-05,5,音乐的魅力,49,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（二）,S05-013-02,75,,86,,"[""A05-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-013-02-03,boya-intermediate-i-lesson-05,5,音乐的魅力,50,4,listening_open_response,（三）听后回答,,听说（二）,S05-013-02,75,,86,,"[""A05-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-014,boya-intermediate-i-lesson-05,5,音乐的魅力,51,2,speaking_patterns,口语句式,,听说（二）,S05-009,"[75,76]",75–76,"[86,87]",86–87,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-014-01,boya-intermediate-i-lesson-05,5,音乐的魅力,52,3,common_patterns,常用句式,,听说（二）,S05-014,75,,86,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-014-02,boya-intermediate-i-lesson-05,5,音乐的魅力,53,3,pattern_practice,句式练习,,听说（二）,S05-014,76,,87,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-015,boya-intermediate-i-lesson-05,5,音乐的魅力,54,2,culture,文化知识,,听说（二）,S05-009,"[76,77]",76–77,"[87,88]",87–88,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-015-01,boya-intermediate-i-lesson-05,5,音乐的魅力,55,3,culture_discussion,请你说说,,听说（二）,S05-015,76,,87,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-015-02,boya-intermediate-i-lesson-05,5,音乐的魅力,56,3,reading,阅读短文，回答问题,,听说（二）,S05-015,"[76,77]",76–77,"[87,88]",87–88,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-015-03,boya-intermediate-i-lesson-05,5,音乐的魅力,57,4,reading_response,读后回答,,听说（二）,S05-015-02,77,,88,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-016,boya-intermediate-i-lesson-05,5,音乐的魅力,58,2,extension,拓展练习,,听说（二）,S05-009,"[77,78]",77–78,"[88,89]",88–89,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-016-01,boya-intermediate-i-lesson-05,5,音乐的魅力,59,3,music_appreciation,音乐欣赏,,听说（二）,S05-016,77,,88,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-016-02,boya-intermediate-i-lesson-05,5,音乐的魅力,60,3,reading_speaking,读一读，说一说,,听说（二）,S05-016,"[77,78]",77–78,"[88,89]",88–89,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-016-03,boya-intermediate-i-lesson-05,5,音乐的魅力,61,3,research_presentation,认识音乐名人,,听说（二）,S05-016,78,,89,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S06-001,boya-intermediate-i-lesson-06,6,挑战,1,1,listening_part_1,听说（一）,,听说（一）,,"[79,87]",79–87,"[90,98]",90–98,"[""A06-001"",""A06-002"",""A06-003"",""A06-004"",""A06-005"",""A06-006""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-001-01,boya-intermediate-i-lesson-06,6,挑战,2,2,part_topic,挑战,,听说（一）,S06-001,79,,90,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-002,boya-intermediate-i-lesson-06,6,挑战,3,2,preparation,课前准备,,听说（一）,S06-001,"[79,81]",79–81,"[90,92]",90–92,"[""A06-001""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-002-01,boya-intermediate-i-lesson-06,6,挑战,4,3,vocabulary_list,词语,,听说（一）,S06-002,"[79,80]",79–80,"[90,91]",90–91,"[""A06-001""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-002-02,boya-intermediate-i-lesson-06,6,挑战,5,3,interview,采访,,听说（一）,S06-002,80,,91,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-002-03,boya-intermediate-i-lesson-06,6,挑战,6,3,speech_preparation,三分钟演讲准备,,听说（一）,S06-002,81,,92,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-003,boya-intermediate-i-lesson-06,6,挑战,7,2,vocabulary_comprehension,词语理解,,听说（一）,S06-001,"[81,82]",81–82,"[92,93]",92–93,"[""A06-002"",""A06-003""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-003-01,boya-intermediate-i-lesson-06,6,挑战,8,3,listening_questions,听对话，回答问题,,听说（一）,S06-003,81,,92,,"[""A06-002""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-003-02,boya-intermediate-i-lesson-06,6,挑战,9,3,listening_multiple_choice,选出与所听到的句子意思相近的一项,,听说（一）,S06-003,"[81,82]",81–82,"[92,93]",92–93,"[""A06-003""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-003-03,boya-intermediate-i-lesson-06,6,挑战,10,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（一）,S06-003,82,,93,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-004,boya-intermediate-i-lesson-06,6,挑战,11,2,sentence_comprehension,语句理解,,听说（一）,S06-001,82,,93,,"[""A06-004"",""A06-005""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-004-01,boya-intermediate-i-lesson-06,6,挑战,12,3,listen_repeat_substitute,听录音，跟读句子，并用画线词语各说一句话,,听说（一）,S06-004,82,,93,,"[""A06-004""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-004-02,boya-intermediate-i-lesson-06,6,挑战,13,3,listen_read_comment,听录音，有感情地朗读并谈谈自己感受,,听说（一）,S06-004,82,,93,,"[""A06-005""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005,boya-intermediate-i-lesson-06,6,挑战,14,2,paragraph_comprehension,语段理解,,听说（一）,S06-001,83,,94,,"[""A06-006""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005-01,boya-intermediate-i-lesson-06,6,挑战,15,3,content_prompt,内容提示,,听说（一）,S06-005,83,,94,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005-02,boya-intermediate-i-lesson-06,6,挑战,16,3,listening_practice,听对话，做练习,,听说（一）,S06-005,83,,94,,"[""A06-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005-02-01,boya-intermediate-i-lesson-06,6,挑战,17,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（一）,S06-005-02,83,,94,,"[""A06-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005-02-02,boya-intermediate-i-lesson-06,6,挑战,18,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（一）,S06-005-02,83,,94,,"[""A06-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-005-02-03,boya-intermediate-i-lesson-06,6,挑战,19,4,listening_open_response,（三）听后回答,,听说（一）,S06-005-02,83,,94,,"[""A06-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-006,boya-intermediate-i-lesson-06,6,挑战,20,2,speaking_patterns,口语句式,,听说（一）,S06-001,"[83,85]",83–85,"[94,96]",94–96,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-006-01,boya-intermediate-i-lesson-06,6,挑战,21,3,common_patterns,常用句式,,听说（一）,S06-006,"[83,84]",83–84,"[94,95]",94–95,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-006-02,boya-intermediate-i-lesson-06,6,挑战,22,3,pattern_practice,句式练习,,听说（一）,S06-006,"[84,85]",84–85,"[95,96]",95–96,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-007,boya-intermediate-i-lesson-06,6,挑战,23,2,culture,文化知识,,听说（一）,S06-001,86,,97,,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-007-01,boya-intermediate-i-lesson-06,6,挑战,24,3,culture_discussion,请你说说,,听说（一）,S06-007,86,,97,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-007-02,boya-intermediate-i-lesson-06,6,挑战,25,3,reading,阅读短文，回答问题,,听说（一）,S06-007,86,,97,,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-007-03,boya-intermediate-i-lesson-06,6,挑战,26,4,reading_response,读后回答,,听说（一）,S06-007-02,86,,97,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-008,boya-intermediate-i-lesson-06,6,挑战,27,2,extension,拓展练习,,听说（一）,S06-001,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-008-01,boya-intermediate-i-lesson-06,6,挑战,28,3,speech,三分钟演讲,,听说（一）,S06-008,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-008-02,boya-intermediate-i-lesson-06,6,挑战,29,3,classroom_practice,课堂实践,,听说（一）,S06-008,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-008-03,boya-intermediate-i-lesson-06,6,挑战,30,3,group_report,小组报告,,听说（一）,S06-008,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-008-04,boya-intermediate-i-lesson-06,6,挑战,31,3,interview_report,采访报告,,听说（一）,S06-008,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-009,boya-intermediate-i-lesson-06,6,挑战,32,1,listening_part_2,听说（二）,,听说（二）,,"[87,95]",87–95,"[98,106]",98–106,"[""A06-007"",""A06-008"",""A06-009"",""A06-010"",""A06-011"",""A06-012""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-009-01,boya-intermediate-i-lesson-06,6,挑战,33,2,part_topic,千手观音,,听说（二）,S06-009,87,,98,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-010,boya-intermediate-i-lesson-06,6,挑战,34,2,preparation,课前准备,,听说（二）,S06-009,"[87,89]",87–89,"[98,100]",98–100,"[""A06-007""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-010-01,boya-intermediate-i-lesson-06,6,挑战,35,3,vocabulary_list,词语,,听说（二）,S06-010,"[87,89]",87–89,"[98,100]",98–100,"[""A06-007""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-010-02,boya-intermediate-i-lesson-06,6,挑战,36,3,speech_preparation,三分钟演讲准备,,听说（二）,S06-010,89,,100,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-010-03,boya-intermediate-i-lesson-06,6,挑战,37,3,person_introduction,人物介绍,,听说（二）,S06-010,89,,100,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-011,boya-intermediate-i-lesson-06,6,挑战,38,2,vocabulary_comprehension,词语理解,,听说（二）,S06-009,"[89,90]",89–90,"[100,101]",100–101,"[""A06-008"",""A06-009""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-011-01,boya-intermediate-i-lesson-06,6,挑战,39,3,listening_questions,听对话，回答问题,,听说（二）,S06-011,89,,100,,"[""A06-008""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-011-02,boya-intermediate-i-lesson-06,6,挑战,40,3,listening_multiple_choice,选出与所听到的句子意思相近的一项,,听说（二）,S06-011,90,,101,,"[""A06-009""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-011-03,boya-intermediate-i-lesson-06,6,挑战,41,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（二）,S06-011,90,,101,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-012,boya-intermediate-i-lesson-06,6,挑战,42,2,sentence_comprehension,语句理解,,听说（二）,S06-009,91,,102,,"[""A06-010"",""A06-011""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-012-01,boya-intermediate-i-lesson-06,6,挑战,43,3,listen_read_comment,听录音，有感情地朗读并谈谈自己的感受,,听说（二）,S06-012,91,,102,,"[""A06-010""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-012-02,boya-intermediate-i-lesson-06,6,挑战,44,3,listen_repeat_comment,听录音，跟读句子，并谈谈自己的看法,,听说（二）,S06-012,91,,102,,"[""A06-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013,boya-intermediate-i-lesson-06,6,挑战,45,2,paragraph_comprehension,语段理解,,听说（二）,S06-009,"[91,92]",91–92,"[102,103]",102–103,"[""A06-012""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013-01,boya-intermediate-i-lesson-06,6,挑战,46,3,content_prompt,内容提示,,听说（二）,S06-013,91,,102,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013-02,boya-intermediate-i-lesson-06,6,挑战,47,3,listening_practice,听短文，做练习,,听说（二）,S06-013,92,,103,,"[""A06-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013-02-01,boya-intermediate-i-lesson-06,6,挑战,48,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（二）,S06-013-02,92,,103,,"[""A06-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013-02-02,boya-intermediate-i-lesson-06,6,挑战,49,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（二）,S06-013-02,92,,103,,"[""A06-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-013-02-03,boya-intermediate-i-lesson-06,6,挑战,50,4,listening_open_response,（三）听后回答,,听说（二）,S06-013-02,92,,103,,"[""A06-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-014,boya-intermediate-i-lesson-06,6,挑战,51,2,speaking_patterns,口语句式,,听说（二）,S06-009,"[92,93]",92–93,"[103,104]",103–104,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-014-01,boya-intermediate-i-lesson-06,6,挑战,52,3,common_patterns,常用句式,,听说（二）,S06-014,"[92,93]",92–93,"[103,104]",103–104,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-014-02,boya-intermediate-i-lesson-06,6,挑战,53,3,pattern_practice,句式练习,,听说（二）,S06-014,93,,104,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-015,boya-intermediate-i-lesson-06,6,挑战,54,2,culture,文化知识,,听说（二）,S06-009,"[93,95]",93–95,"[104,106]",104–106,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-015-01,boya-intermediate-i-lesson-06,6,挑战,55,3,culture_discussion,请你说说,,听说（二）,S06-015,93,,104,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-015-02,boya-intermediate-i-lesson-06,6,挑战,56,3,reading,阅读短文，回答问题,,听说（二）,S06-015,"[94,95]",94–95,"[105,106]",105–106,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-015-03,boya-intermediate-i-lesson-06,6,挑战,57,4,reading_response,读后回答,,听说（二）,S06-015-02,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-015-04,boya-intermediate-i-lesson-06,6,挑战,58,3,viewing_response,观后谈,,听说（二）,S06-015,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-016,boya-intermediate-i-lesson-06,6,挑战,59,2,extension,拓展练习,,听说（二）,S06-009,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-016-01,boya-intermediate-i-lesson-06,6,挑战,60,3,speech,三分钟演讲,,听说（二）,S06-016,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-016-02,boya-intermediate-i-lesson-06,6,挑战,61,3,classroom_practice,课堂实践,,听说（二）,S06-016,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-016-03,boya-intermediate-i-lesson-06,6,挑战,62,3,paragraph_speaking,成段叙述,,听说（二）,S06-016,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S06-016-04,boya-intermediate-i-lesson-06,6,挑战,63,3,person_introduction,人物介绍,,听说（二）,S06-016,95,,106,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-06.json
S07-01,boya-intermediate-i-lesson-07,7,我的同事,1,1,vocabulary,听说（一）／课前准备／词语,,听说（一）,,"[96,97]",96–97,"[107,108]",107–108,"[""L07-A01-01""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-02,boya-intermediate-i-lesson-07,7,我的同事,2,1,classroom_practice,课堂实践,,听说（一）,,"[98,98]",98–98,"[109,109]",109–109,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-03,boya-intermediate-i-lesson-07,7,我的同事,3,1,presentation_prep,三分钟演讲准备,,听说（一）,,"[98,98]",98–98,"[109,109]",109–109,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-04,boya-intermediate-i-lesson-07,7,我的同事,4,1,audio_questions,词语理解／听对话，回答问题,,听说（一）,,"[98,98]",98–98,"[109,109]",109–109,"[""L07-A01-02""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-05,boya-intermediate-i-lesson-07,7,我的同事,5,1,audio_choice,词语理解／选出与所听到的句子意思相近一项,,听说（一）,,"[98,99]",98–99,"[109,110]",109–110,"[""L07-A01-03""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-06,boya-intermediate-i-lesson-07,7,我的同事,6,1,speaking,词语理解／用三至五句话回答问题，并使用画线词语,,听说（一）,,"[99,99]",99–99,"[110,110]",110–110,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
S07-07,boya-intermediate-i-lesson-07,7,我的同事,7,1,audio_follow_read,语句理解／听录音，跟读句子，并用画线词语各说一句话,,听说（一）,,"[99,99]",99–99,"[110,110]",110–110,"[""L07-A01-04""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-07.json
