section_id,lesson_id,lesson_number,lesson_title,section_order,section_level,section_type,section_label_raw,source_part_id,source_part_label,parent_section_id,textbook_page,textbook_page_range,source_pdf_page,source_pdf_page_range,audio_asset_ids,review_status,source_file
S02-013-01,boya-intermediate-i-lesson-02,2,真正的朋友,46,3,content_prompt,内容提示,,听说（二）,S02-013,28,,39,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-013-02,boya-intermediate-i-lesson-02,2,真正的朋友,47,3,listening_practice,听短文，做练习,,听说（二）,S02-013,"[28,29]",28–29,"[39,40]",39–40,"[""A02-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-013-02-01,boya-intermediate-i-lesson-02,2,真正的朋友,48,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（二）,S02-013-02,28,,39,,"[""A02-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-013-02-02,boya-intermediate-i-lesson-02,2,真正的朋友,49,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（二）,S02-013-02,"[28,29]",28–29,"[39,40]",39–40,"[""A02-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-013-02-03,boya-intermediate-i-lesson-02,2,真正的朋友,50,4,listening_open_response,（三）听后回答,,听说（二）,S02-013-02,29,,40,,"[""A02-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-014,boya-intermediate-i-lesson-02,2,真正的朋友,51,2,speaking_patterns,口语句式,,听说（二）,S02-009,"[29,30]",29–30,"[40,41]",40–41,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-014-01,boya-intermediate-i-lesson-02,2,真正的朋友,52,3,common_patterns,常用句式,,听说（二）,S02-014,29,,40,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-014-02,boya-intermediate-i-lesson-02,2,真正的朋友,53,3,pattern_practice,句式练习,,听说（二）,S02-014,30,,41,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-015,boya-intermediate-i-lesson-02,2,真正的朋友,54,2,culture,文化知识,,听说（二）,S02-009,"[30,31]",30–31,"[41,42]",41–42,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-015-01,boya-intermediate-i-lesson-02,2,真正的朋友,55,3,culture_discussion,请你说说,,听说（二）,S02-015,30,,41,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-015-02,boya-intermediate-i-lesson-02,2,真正的朋友,56,3,reading,阅读短文，回答问题,,听说（二）,S02-015,"[30,31]",30–31,"[41,42]",41–42,,pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-015-03,boya-intermediate-i-lesson-02,2,真正的朋友,57,4,reading_response,读后回答,,听说（二）,S02-015-02,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-015-04,boya-intermediate-i-lesson-02,2,真正的朋友,58,3,culture_comparison,文化对比,,听说（二）,S02-015,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-016,boya-intermediate-i-lesson-02,2,真正的朋友,59,2,extension,拓展练习,,听说（二）,S02-009,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-016-01,boya-intermediate-i-lesson-02,2,真正的朋友,60,3,paragraph_speaking,成段叙述,,听说（二）,S02-016,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-016-02,boya-intermediate-i-lesson-02,2,真正的朋友,61,3,debate,小辩论,,听说（二）,S02-016,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-016-03,boya-intermediate-i-lesson-02,2,真正的朋友,62,3,collection,收藏夹,,听说（二）,S02-016,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S02-016-04,boya-intermediate-i-lesson-02,2,真正的朋友,63,3,group_report,小组报告,,听说（二）,S02-016,31,,42,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-02.json
S03-001,boya-intermediate-i-lesson-03,3,宜居之地,1,1,listening_part_1,听说（一）,,听说（一）,,"[32,39]",32–39,"[43,50]",43–50,"[""A03-001"",""A03-002"",""A03-003"",""A03-004"",""A03-005"",""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-001-01,boya-intermediate-i-lesson-03,3,宜居之地,2,2,part_topic,海滨城市——三亚,,听说（一）,S03-001,32,,43,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-002,boya-intermediate-i-lesson-03,3,宜居之地,3,2,preparation,课前准备,,听说（一）,S03-001,"[32,33]",32–33,"[43,44]",43–44,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-002-01,boya-intermediate-i-lesson-03,3,宜居之地,4,3,vocabulary_list,词语,,听说（一）,S03-002,"[32,33]",32–33,"[43,44]",43–44,"[""A03-001""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-002-02,boya-intermediate-i-lesson-03,3,宜居之地,5,3,classroom_exchange,课堂小组交流,,听说（一）,S03-002,33,,44,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-002-03,boya-intermediate-i-lesson-03,3,宜居之地,6,3,speech_preparation,三分钟演讲准备,,听说（一）,S03-002,33,,44,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-003,boya-intermediate-i-lesson-03,3,宜居之地,7,2,vocabulary_comprehension,词语理解,,听说（一）,S03-001,"[34,35]",34–35,"[45,46]",45–46,"[""A03-002"",""A03-003""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-003-01,boya-intermediate-i-lesson-03,3,宜居之地,8,3,listening_questions,听对话，回答问题,,听说（一）,S03-003,34,,45,,"[""A03-002""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-003-02,boya-intermediate-i-lesson-03,3,宜居之地,9,3,listening_multiple_choice,选出与所听到的句子意思相近的一项,,听说（一）,S03-003,34,,45,,"[""A03-003""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-003-03,boya-intermediate-i-lesson-03,3,宜居之地,10,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（一）,S03-003,"[34,35]",34–35,"[45,46]",45–46,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-004,boya-intermediate-i-lesson-03,3,宜居之地,11,2,sentence_comprehension,语句理解,,听说（一）,S03-001,35,,46,,"[""A03-004"",""A03-005""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-004-01,boya-intermediate-i-lesson-03,3,宜居之地,12,3,listen_repeat_comment,听录音，跟读句子，并谈谈自己的看法,,听说（一）,S03-004,35,,46,,"[""A03-004""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-004-02,boya-intermediate-i-lesson-03,3,宜居之地,13,3,listen_read_make_sentence,听读带有“海”字的成语，了解意思并造句,,听说（一）,S03-004,35,,46,,"[""A03-005""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005,boya-intermediate-i-lesson-03,3,宜居之地,14,2,paragraph_comprehension,语段理解,,听说（一）,S03-001,36,,47,,"[""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005-01,boya-intermediate-i-lesson-03,3,宜居之地,15,3,content_prompt,内容提示,,听说（一）,S03-005,36,,47,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005-02,boya-intermediate-i-lesson-03,3,宜居之地,16,3,listening_practice,听对话，做练习,,听说（一）,S03-005,36,,47,,"[""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005-02-01,boya-intermediate-i-lesson-03,3,宜居之地,17,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（一）,S03-005-02,36,,47,,"[""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005-02-02,boya-intermediate-i-lesson-03,3,宜居之地,18,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（一）,S03-005-02,36,,47,,"[""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-005-02-03,boya-intermediate-i-lesson-03,3,宜居之地,19,4,listening_open_response,（三）听后回答,,听说（一）,S03-005-02,36,,47,,"[""A03-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-006,boya-intermediate-i-lesson-03,3,宜居之地,20,2,speaking_patterns,口语句式,,听说（一）,S03-001,"[37,38]",37–38,"[48,49]",48–49,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-006-01,boya-intermediate-i-lesson-03,3,宜居之地,21,3,common_patterns,常用句式,,听说（一）,S03-006,37,,48,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-006-02,boya-intermediate-i-lesson-03,3,宜居之地,22,3,pattern_practice,句式练习,,听说（一）,S03-006,"[37,38]",37–38,"[48,49]",48–49,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-007,boya-intermediate-i-lesson-03,3,宜居之地,23,2,culture,文化知识,,听说（一）,S03-001,"[38,39]",38–39,"[49,50]",49–50,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-007-01,boya-intermediate-i-lesson-03,3,宜居之地,24,3,culture_discussion,请你说说,,听说（一）,S03-007,38,,49,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-007-02,boya-intermediate-i-lesson-03,3,宜居之地,25,3,reading,阅读短文，回答问题,,听说（一）,S03-007,"[38,39]",38–39,"[49,50]",49–50,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-007-03,boya-intermediate-i-lesson-03,3,宜居之地,26,4,reading_response,读后回答,,听说（一）,S03-007-02,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-008,boya-intermediate-i-lesson-03,3,宜居之地,27,2,extension,拓展练习,,听说（一）,S03-001,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-008-01,boya-intermediate-i-lesson-03,3,宜居之地,28,3,speech,三分钟演讲,,听说（一）,S03-008,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-008-02,boya-intermediate-i-lesson-03,3,宜居之地,29,3,simulated_space,模拟空间,,听说（一）,S03-008,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-008-03,boya-intermediate-i-lesson-03,3,宜居之地,30,3,international_exchange,国际交流,,听说（一）,S03-008,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-008-04,boya-intermediate-i-lesson-03,3,宜居之地,31,3,travel_route_design,旅游线路设计,,听说（一）,S03-008,39,,50,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-009,boya-intermediate-i-lesson-03,3,宜居之地,32,1,listening_part_2,听说（二）,,听说（二）,,"[40,45]",40–45,"[51,56]",51–56,"[""A03-007"",""A03-008"",""A03-009"",""A03-010"",""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-009-01,boya-intermediate-i-lesson-03,3,宜居之地,33,2,part_topic,常回家看看,,听说（二）,S03-009,40,,51,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-010,boya-intermediate-i-lesson-03,3,宜居之地,34,2,preparation,课前准备,,听说（二）,S03-009,"[40,41]",40–41,"[51,52]",51–52,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-010-01,boya-intermediate-i-lesson-03,3,宜居之地,35,3,vocabulary_list,词语,,听说（二）,S03-010,"[40,41]",40–41,"[51,52]",51–52,"[""A03-007""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-010-02,boya-intermediate-i-lesson-03,3,宜居之地,36,3,classroom_exchange,课堂小组交流,,听说（二）,S03-010,41,,52,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-010-03,boya-intermediate-i-lesson-03,3,宜居之地,37,3,interview,采访,,听说（二）,S03-010,41,,52,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-011,boya-intermediate-i-lesson-03,3,宜居之地,38,2,vocabulary_comprehension,词语理解,,听说（二）,S03-009,"[41,42]",41–42,"[52,53]",52–53,"[""A03-008""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-011-01,boya-intermediate-i-lesson-03,3,宜居之地,39,3,listening_questions,听对话，回答问题,,听说（二）,S03-011,41,,52,,"[""A03-008""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-011-02,boya-intermediate-i-lesson-03,3,宜居之地,40,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（二）,S03-011,41,,52,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-012,boya-intermediate-i-lesson-03,3,宜居之地,41,2,sentence_comprehension,语句理解,,听说（二）,S03-009,"[41,42]",41–42,"[52,53]",52–53,"[""A03-009"",""A03-010""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-012-01,boya-intermediate-i-lesson-03,3,宜居之地,42,3,listen_repeat_substitute,听录音，跟读句子，并替换画线词语各说一句话,,听说（二）,S03-012,"[41,42]",41–42,"[52,53]",52–53,"[""A03-009""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-012-02,boya-intermediate-i-lesson-03,3,宜居之地,43,3,listening_repetition,听记句子，谈谈自己的看法,,听说（二）,S03-012,42,,53,,"[""A03-010""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013,boya-intermediate-i-lesson-03,3,宜居之地,44,2,paragraph_comprehension,语段理解,,听说（二）,S03-009,"[42,43]",42–43,"[53,54]",53–54,"[""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013-01,boya-intermediate-i-lesson-03,3,宜居之地,45,3,content_prompt,内容提示,,听说（二）,S03-013,42,,53,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013-02,boya-intermediate-i-lesson-03,3,宜居之地,46,3,listening_practice,听对话，做练习,,听说（二）,S03-013,"[42,43]",42–43,"[53,54]",53–54,"[""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013-02-01,boya-intermediate-i-lesson-03,3,宜居之地,47,4,listening_fill_blank,（一）听第一遍录音，填空,,听说（二）,S03-013-02,"[42,43]",42–43,"[53,54]",53–54,"[""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013-02-02,boya-intermediate-i-lesson-03,3,宜居之地,48,4,listening_true_false,（二）听第二遍录音，判断正误,,听说（二）,S03-013-02,"[42,43]",42–43,"[53,54]",53–54,"[""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-013-02-03,boya-intermediate-i-lesson-03,3,宜居之地,49,4,listening_open_response,（三）听后回答,,听说（二）,S03-013-02,43,,54,,"[""A03-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-014,boya-intermediate-i-lesson-03,3,宜居之地,50,2,speaking_patterns,口语句式,,听说（二）,S03-009,"[43,44]",43–44,"[54,55]",54–55,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-014-01,boya-intermediate-i-lesson-03,3,宜居之地,51,3,common_patterns,常用句式,,听说（二）,S03-014,43,,54,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-014-02,boya-intermediate-i-lesson-03,3,宜居之地,52,3,pattern_practice,句式练习,,听说（二）,S03-014,"[43,44]",43–44,"[54,55]",54–55,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-015,boya-intermediate-i-lesson-03,3,宜居之地,53,2,culture,文化知识,,听说（二）,S03-009,"[44,45]",44–45,"[55,56]",55–56,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-015-01,boya-intermediate-i-lesson-03,3,宜居之地,54,3,culture_discussion,请你说说,,听说（二）,S03-015,44,,55,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-015-02,boya-intermediate-i-lesson-03,3,宜居之地,55,3,reading,阅读短文，回答问题,,听说（二）,S03-015,"[44,45]",44–45,"[55,56]",55–56,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-015-03,boya-intermediate-i-lesson-03,3,宜居之地,56,4,reading_response,读后回答,,听说（二）,S03-015-02,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-016,boya-intermediate-i-lesson-03,3,宜居之地,57,2,extension,拓展练习,,听说（二）,S03-009,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-016-01,boya-intermediate-i-lesson-03,3,宜居之地,58,3,debate,小辩论,,听说（二）,S03-016,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-016-02,boya-intermediate-i-lesson-03,3,宜居之地,59,3,paragraph_speaking,成段叙述,,听说（二）,S03-016,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-016-03,boya-intermediate-i-lesson-03,3,宜居之地,60,3,interview_report,采访报告,,听说（二）,S03-016,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S03-016-04,boya-intermediate-i-lesson-03,3,宜居之地,61,3,speech,三分钟演讲,,听说（二）,S03-016,45,,56,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-03.json
S04-001,boya-intermediate-i-lesson-04,4,地球人的担忧,1,1,listening_part_1,听说（一）,,听说（一）,,"[46,53]",46–53,"[57,64]",57–64,"[""A04-001"",""A04-002"",""A04-003"",""A04-004"",""A04-005"",""A04-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-002,boya-intermediate-i-lesson-04,4,地球人的担忧,2,2,preparation,课前准备,,听说（一）,S04-001,"[46,48]",46–48,"[57,59]",57–59,"[""A04-001""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-003,boya-intermediate-i-lesson-04,4,地球人的担忧,3,2,vocabulary_comprehension,词语理解,,听说（一）,S04-001,"[48,49]",48–49,"[59,60]",59–60,"[""A04-002"",""A04-003""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-004,boya-intermediate-i-lesson-04,4,地球人的担忧,4,2,sentence_comprehension,语句理解,,听说（一）,S04-001,49,,60,,"[""A04-004"",""A04-005""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-005,boya-intermediate-i-lesson-04,4,地球人的担忧,5,2,paragraph_comprehension,语段理解,,听说（一）,S04-001,"[50,51]",50–51,"[61,62]",61–62,"[""A04-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-006,boya-intermediate-i-lesson-04,4,地球人的担忧,6,2,speaking_patterns,口语句式,,听说（一）,S04-001,"[51,52]",51–52,"[62,63]",62–63,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-007,boya-intermediate-i-lesson-04,4,地球人的担忧,7,2,culture,文化知识,,听说（一）,S04-001,"[52,54]",52–54,"[63,65]",63–65,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-008,boya-intermediate-i-lesson-04,4,地球人的担忧,8,2,extension,拓展练习,,听说（一）,S04-001,54,,65,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-009,boya-intermediate-i-lesson-04,4,地球人的担忧,9,1,listening_part_2,听说（二）,,听说（二）,,"[54,62]",54–62,"[65,73]",65–73,"[""A04-007"",""A04-008"",""A04-009"",""A04-010"",""A04-011"",""A04-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-010,boya-intermediate-i-lesson-04,4,地球人的担忧,10,2,preparation,课前准备,,听说（二）,S04-009,"[54,56]",54–56,"[65,67]",65–67,"[""A04-007""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-011,boya-intermediate-i-lesson-04,4,地球人的担忧,11,2,vocabulary_comprehension,词语理解,,听说（二）,S04-009,"[57,58]",57–58,"[68,69]",68–69,"[""A04-008"",""A04-009""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-012,boya-intermediate-i-lesson-04,4,地球人的担忧,12,2,sentence_comprehension,语句理解,,听说（二）,S04-009,"[58,59]",58–59,"[69,70]",69–70,"[""A04-010"",""A04-011""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-013,boya-intermediate-i-lesson-04,4,地球人的担忧,13,2,paragraph_comprehension,语段理解,,听说（二）,S04-009,"[58,60]",58–60,"[69,71]",69–71,"[""A04-012""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-014,boya-intermediate-i-lesson-04,4,地球人的担忧,14,2,speaking_patterns,口语句式,,听说（二）,S04-009,"[59,60]",59–60,"[70,71]",70–71,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-015,boya-intermediate-i-lesson-04,4,地球人的担忧,15,2,culture,文化知识,,听说（二）,S04-009,61,,72,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S04-016,boya-intermediate-i-lesson-04,4,地球人的担忧,16,2,extension,拓展练习,,听说（二）,S04-009,62,,73,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-04.json
S05-001,boya-intermediate-i-lesson-05,5,音乐的魅力,1,1,listening_part_1,听说（一）,,听说（一）,,"[63,70]",63–70,"[74,81]",74–81,"[""A05-001"",""A05-002"",""A05-003"",""A05-004"",""A05-005"",""A05-006""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-001-01,boya-intermediate-i-lesson-05,5,音乐的魅力,2,2,part_topic,天籁之音,,听说（一）,S05-001,63,,74,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-002,boya-intermediate-i-lesson-05,5,音乐的魅力,3,2,preparation,课前准备,,听说（一）,S05-001,"[63,65]",63–65,"[74,76]",74–76,"[""A05-001""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-002-01,boya-intermediate-i-lesson-05,5,音乐的魅力,4,3,vocabulary_list,词语,,听说（一）,S05-002,"[63,64]",63–64,"[74,75]",74–75,"[""A05-001""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-002-02,boya-intermediate-i-lesson-05,5,音乐的魅力,5,3,music_preparation,音乐欣赏,,听说（一）,S05-002,64,,75,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-002-03,boya-intermediate-i-lesson-05,5,音乐的魅力,6,3,field_practice,课外实践,,听说（一）,S05-002,64,,75,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-002-04,boya-intermediate-i-lesson-05,5,音乐的魅力,7,3,survey,小调查,,听说（一）,S05-002,65,,76,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-003,boya-intermediate-i-lesson-05,5,音乐的魅力,8,2,vocabulary_comprehension,词语理解,,听说（一）,S05-001,"[65,66]",65–66,"[76,77]",76–77,"[""A05-002"",""A05-003""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-003-01,boya-intermediate-i-lesson-05,5,音乐的魅力,9,3,listening_questions,听对话，回答问题,,听说（一）,S05-003,65,,76,,"[""A05-002""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-003-02,boya-intermediate-i-lesson-05,5,音乐的魅力,10,3,listening_multiple_choice,选出与所听到的句子意思相近一项,,听说（一）,S05-003,"[65,66]",65–66,"[76,77]",76–77,"[""A05-003""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-003-03,boya-intermediate-i-lesson-05,5,音乐的魅力,11,3,guided_speaking,用三至五句话回答问题，并使用画线词语,,听说（一）,S05-003,66,,77,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-004,boya-intermediate-i-lesson-05,5,音乐的魅力,12,2,sentence_comprehension,语句理解,,听说（一）,S05-001,66,,77,,"[""A05-004"",""A05-005""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-004-01,boya-intermediate-i-lesson-05,5,音乐的魅力,13,3,listen_repeat_comment,听录音，跟读句子，说说自己是否有过类似的感受,,听说（一）,S05-004,66,,77,,"[""A05-004""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-004-02,boya-intermediate-i-lesson-05,5,音乐的魅力,14,3,listening_repetition,听记句子，谈谈自己看法,,听说（一）,S05-004,66,,77,,"[""A05-005""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-005,boya-intermediate-i-lesson-05,5,音乐的魅力,15,2,paragraph_comprehension,语段理解,,听说（一）,S05-001,67,,78,,"[""A05-006""]",pending_review,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-005-01,boya-intermediate-i-lesson-05,5,音乐的魅力,16,3,content_prompt,内容提示,,听说（一）,S05-005,67,,78,,,visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
S05-005-02,boya-intermediate-i-lesson-05,5,音乐的魅力,17,3,listening_practice,听对话，做练习,,听说（一）,S05-005,67,,78,,"[""A05-006""]",visually_confirmed,textbooks/boya-intermediate-i/source/derived/extractions/structured-lesson-05.json
